name,publisher,release_date,avg_playtime,price,positive_reviews,negative_reviews
DEATHLOOP,Bethesda Softworks,09/13/2021,664,$59.99,20.49K,6.29K
Timberborn,Mechanistry,09/15/2021,321,$24.99,20.36K,1.09K
Gas Station Simulator,DRAGO entertainment,09/15/2021,534,$19.99,17.87K,2.54K
Eastward,Chucklefish,09/16/2021,675,$24.99,11.98K,2.19K
Crysis Remastered,Crytek,09/17/2021,542,$29.99,5.91K,2.16K
World War Z,Saber Interactive Inc,09/21/2021,1154,$29.99,14.77K,2.84K
Minecraft Dungeons,Xbox Game Studios,09/22/2021,1737,$19.99,8.59K,809
Medieval Dynasty,Toplitz Productions,09/23/2021,761,$34.99,31.71K,3.19K
XERA: Survival,Spotted Kiwi Interactive,09/26/2021,696,$0,4.92K,2.38K
New World,Amazon Games,09/28/2021,3246,$37.99,190.31K,80.19K
MADNESS: Project Nexus,"GIBBING TREE, LLC",09/29/2021,1360,$24.99,12.78K,377
MELTY BLOOD: TYPE LUMINA,Lasengle Inc.,09/29/2021,566,$49.99,7.56K,1.05K
Impostor Factory,Freebird Games,09/30/2021,210,$9.99,9.47K,386
FIFA 22,Electronic Arts,10/01/2021,5024,$0,96.33K,23.46K
Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,10/01/2021,457,$22.99,9.64K,1.56K
Nickelodeon All-Star Brawl,GameMill Entertainment,10/04/2021,267,$49.99,3.94K,1.53K
Stumble Guys,Scopely,10/07/2021,82,$0,89.24K,14.39K
Poppy Playtime,Mob Entertainment,10/12/2021,54,$0,43.52K,11.55K
Back 4 Blood,Warner Bros. Games,10/12/2021,1202,$59.99,33.75K,17.4K
The Riftbreaker,EXOR Studios,10/14/2021,1623,$29.99,13.94K,1.34K
My Beautiful Paper Smile,V Publishing,10/14/2021,0,$14.99,317,46
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,SEGA,10/15/2021,290,$59.99,15.22K,2.05K
Inscryption,Devolver Digital,10/19/2021,726,$19.99,99.31K,3.07K
Escape Simulator,Pine Studio,10/19/2021,422,$14.99,12.43K,786
Fear Surrounds,Yooreka Studio,10/19/2021,3166,$7.99,8.77K,1.36K
ELYON,Kakao Games Europe B.V.,10/20/2021,258,$0,2.41K,2.04K
Gloomhaven,Twin Sails Interactive,10/20/2021,1736,$34.99,11.37K,2.07K
Sword and Fairy 7,CubeGame,10/21/2021,1863,$29.99,11.82K,4.52K
Marvel's Guardians of the Galaxy,Eidos Interactive Corp.,10/26/2021,968,$59.99,30.21K,1.75K
Age of Empires IV: Anniversary Edition,Xbox Game Studios,10/28/2021,663,$39.99,53.04K,8.11K
In Silence,Ravenhood Games,10/29/2021,166,$9.99,8.76K,2.53K
Unpacking,Humble Games,11/01/2021,213,$19.99,24.22K,1.92K
Cell to Singularity - Evolution Never Ends,Computer Lunch,11/03/2021,142,$0,17.28K,1.78K
Forza Horizon 5,Xbox Game Studios,11/08/2021,1928,$59.99,135.29K,18.29K
Football Manager 2022,SEGA,11/09/2021,11746,$0,19.52K,1.57K
Jurassic World Evolution 2,Frontier Developments,11/09/2021,424,$59.99,20.73K,3.07K
Russian Fishing 4,FishSoft LLC,11/10/2021,62,$0,27.68K,10.06K
Bright Memory: Infinite,FYQD-Studio,11/11/2021,97,$19.99,33.48K,2.77K
SYNTHETIK 2,Flow Fire Games,11/11/2021,4155,$19.99,1.51K,274
小白兔电商~Bunny e-Shop,NVLMaker,11/11/2021,1115,$10.99,9.28K,517
ALTF4,PUMPKIM,11/12/2021,90,$2.99,8.33K,2.06K
Halo Infinite,Xbox Game Studios,11/15/2021,161,$0,117.12K,49.24K
LoveChoice,Akaba Studio,11/15/2021,91,$1.99,24.57K,1.29K
Gunfire Reborn,Duoyi Games,11/17/2021,1546,$19.99,85.73K,5.8K
Melvor Idle,Jagex Ltd,11/18/2021,4423,$9.99,9.87K,1.06K
Battlefield 2042,Electronic Arts,11/19/2021,998,$59.99,101.92K,140.11K
Farming Simulator 22,Giants Software,11/21/2021,2669,$29.99,55.24K,5.21K
Propnight,Mytona Fntastic,12/01/2021,342,$0,12.99K,6.67K
Century: Age of Ashes,Playwing LTD,12/02/2021,65,$0,12.27K,4.16K
WorldBox - God Simulator,Maxim Karpenko,12/02/2021,737,$19.99,27.61K,1.5K
Rubber Bandits,Flashbulb,12/02/2021,95,$9.99,4.26K,810
ICARUS,RocketWerkz,12/03/2021,1578,$34.99,24.94K,10.93K
Thunder Tier One,"KRAFTON, Inc.",12/07/2021,609,$19.99,2.79K,1.35K
GTFO,10 Chambers,12/09/2021,381,$39.99,45.09K,8.24K
Sands of Salzaar,XD,12/15/2021,548,$14.99,18.17K,3.73K
Five Nights at Freddy's: Security Breach,ScottGames,12/16/2021,282,$39.99,49.82K,7.91K
MONSTER HUNTER RISE,"CAPCOM Co., Ltd.",01/12/2022,3115,$39.99,72.36K,11.19K
God of War,PlayStation PC LLC,01/14/2022,927,$49.99,112.33K,3.7K
Supraland Six Inches Under,Supra Games,01/14/2022,809,$19.99,2.56K,80
暖雪 Warm Snow,bilibili,01/18/2022,1787,$17.99,28.65K,2.18K
Nobody Saves the World,DrinkBox Studios,01/18/2022,587,$24.99,4.38K,425
Mirror 2: Project X,NIJICO,01/20/2022,156,$1.99,29.69K,88.35K
HITMAN 3,IO Interactive A/S,01/20/2022,560,$29.99,16.52K,2.71K
NEEDY STREAMER OVERLOAD,WSS playground,01/21/2022,174,$15.99,29.31K,1.53K
Not For Broadcast,tinyBuild,01/25/2022,213,$24.99,9.4K,556
嗜血印 Bloody Spell,艺龙游戏,01/26/2022,245,$24.99,28.05K,3.44K
Dread Hunger,Digital Confectioners,01/26/2022,3710,$0,27.54K,18.13K
Anatomy of Fear,GenemesicX,01/26/2022,0,$2.99,12,11
Rogue Tower,Die of Death Games,01/28/2022,1145,$14.99,4.07K,855
Heart of a Warrior,Techworld Communication ,02/01/2022,0,$10.99,0,1
Dying Light 2 Stay Human,Techland,02/03/2022,2027,$59.99,117.84K,32.88K
World of Warplanes, Wargaming Group Limited,02/10/2022,157,$0,3.09K,1.12K
Lost Ark,Amazon Games,02/11/2022,462,$0,141.26K,55.94K
Total War: WARHAMMER III,SEGA,02/16/2022,3517,$59.99,55.51K,37.36K
Deep Night Runner,kazakovstudios,02/21/2022,0,$0.99,14,2
Fishy Business, Gales Corp. ,02/21/2022,0,$0.99,12,7
ELDEN RING,FromSoftware Inc.,02/24/2022,5515,$59.99,683.45K,56.53K
Hero's Hour,Goblinz Publishing,03/01/2022,213,$17.99,3.44K,893
Core Keeper,Fireshine Games,03/08/2022,770,$15.99,26.78K,2.35K
Frigore,Filios Christou,03/12/2022,0,$1.99,175,96
TUNIC,Finji,03/16/2022,713,$29.99,9.61K,764
Ghostwire: Tokyo,Bethesda Softworks,03/24/2022,349,$59.99,12.61K,2.89K
The Planet Crafter,Miju Games,03/24/2022,996,$19.99,23.82K,909
DEATH STRANDING DIRECTOR'S CUT, 505 Games,03/30/2022,908,$39.99,20.49K,1.57K
LEGO Star Wars: The Skywalker Saga,Warner Bros. Games,04/05/2022,676,$49.99,36.68K,3.47K
Stacklands,Sokpop Collective,04/08/2022,298,$7.99,0,0
Cultivation Tales,Ac Games,04/14/2022,2310,$19.99,4.99K,8.42K
Teardown,Tuxedo Labs,04/21/2022,348,$29.99,78.1K,3.52K
The Stanley Parable: Ultra Deluxe,Crows Crows Crows,04/27/2022,292,$24.99,22.55K,1.4K
Rogue Legacy 2,Cellar Door Games,04/28/2022,2392,$24.99,12.16K,1.21K
Dorfromantik,Toukana Interactive,04/28/2022,273,$13.99,23.7K,789
"Warhammer 40,000: Chaos Gate - Daemonhunters",Frontier Foundry,05/05/2022,1062,$44.99,8.14K,2.25K
We Were Here Forever,Total Mayhem Games,05/10/2022,457,$17.99,10.61K,970
Songs of Conquest,Coffee Stain Publishing,05/10/2022,111,$29.99,5.48K,770
Plants vs. Zombies Garden Warfare 2: Deluxe Edition,Electronic Arts,05/16/2022,400,$29.99,15.81K,1.87K
Nine to Five,Redhill Games,05/16/2022,40,$0,1.57K,1.8K
V Rising,Stunlock Studios,05/17/2022,1028,$19.99,67.5K,9.06K
Outward Definitive Edition,Prime Matter,05/17/2022,843,$39.99,17.98K,6.57K
Hardspace: Shipbreaker,Focus Entertainment,05/24/2022,1398,$34.99,15.75K,1.87K
Sniper Elite 5,Rebellion,05/25/2022,1475,$49.99,12.35K,2.9K
RetroArch,Libretro,05/27/2022,0,$0,5.12K,551
The Cycle,YAGER,06/08/2022,200,$0,27.88K,16.89K
FINAL FANTASY VII REMAKE INTERGRADE,Square Enix,06/17/2022,1736,$69.99,17.4K,2.05K
Raft,Axolot Games,06/20/2022,817,$19.99,275.79K,18.7K
Inside the Backrooms,MrFatcat,06/20/2022,277,$6.99,33.66K,6.33K
Tiny Tina's Wonderlands,2K,06/23/2022,811,$59.99,11.19K,3.62K
F1 22,Electronic Arts,06/30/2022,939,$59.99,17.32K,7.94K
Necrosmith,Alawar,07/13/2022,247,$2.99,3.96K,583
PowerWash Simulator,Square Enix,07/14/2022,1358,$24.99,39.95K,1.05K
Dinkum,James Bendon,07/14/2022,638,$19.99,17.9K,1.02K
House Party,"Eek! Games, LLC",07/15/2022,483,$24.99,12.11K,1.8K
MultiVersus,Warner Bros. Games,07/19/2022,188,$0,80.56K,13.45K
Stray,Annapurna Interactive,07/19/2022,318,$29.99,126.81K,3.54K
Capcom Arcade 2nd Stadium,"CAPCOM Co., Ltd.",07/21/2022,363,$0,439,187
Descension,Brad Barber,07/21/2022,0,$12.0,1,2
Ghost Watchers, Renderise,07/28/2022,406,$14.99,11.48K,1.8K
Book of Yog Idle RPG,元气工作室,07/29/2022,2820,$0,3.96K,1.92K
PlateUp!,Yogscast Games,08/04/2022,499,$19.99,15.99K,674
Farthest Frontier,Crate Entertainment,08/09/2022,640,$29.99,13K,2.23K
Stranded Deep,Beam Team Publishing,08/10/2022,248,$19.99,31.82K,10.55K
Escape the Backrooms,Fancy Games,08/11/2022,432,$9.99,45.24K,4.8K
Cult of the Lamb,Devolver Digital,08/11/2022,960,$24.99,59.89K,3.38K
Marvel’s Spider-Man Remastered,PlayStation PC LLC,08/12/2022,1485,$59.99,82.41K,3.21K
Quake Champions,Bethesda Softworks,08/18/2022,655,$0,27.3K,9.9K
Guild Wars 2,NCSOFT,08/23/2022,226,$0,12.02K,1.53K
A.V.A,Valiant,08/23/2022,41,$0,3.27K,3.71K
SD GUNDAM BATTLE ALLIANCE,Bandai Namco Entertainment,08/24/2022,4258,$59.99,3.4K,1.98K
Pixel Puzzles Ultimate Jigsaw,Pixel Puzzles,08/29/2022,91,$0,1.87K,635
Temtem,Humble Games,09/06/2022,728,$44.99,31.5K,6.37K
NBA 2K23,2K,09/08/2022,7269,$59.99,29.52K,17.77K
Metal: Hellsinger,Funcom,09/15/2022,121,$29.99,11.74K,403
Slime Rancher 2,Monomi Park,09/22/2022,303,$29.99,23.02K,1.29K
Session: Skate Sim,Nacon,09/22/2022,308,$39.99,9.65K,1.69K
Kena: Bridge of Spirits,Ember Lab,09/26/2022,738,$39.99,9.96K,828
Grounded,Xbox Game Studios,09/27/2022,666,$39.99,59.9K,7.63K
Dome Keeper,Raw Fury,09/27/2022,307,$17.99,8.65K,829
Foxhole,Siege Camp,09/28/2022,379,$29.99,28.26K,6.03K
BONELAB,Stress Level Zero,09/29/2022,682,$39.99,9.78K,3K
EA SPORTS FIFA 23,Electronic Arts,09/30/2022,4307,$0,81.2K,64.24K
Marauders,Team17,10/03/2022,597,$29.99,13.96K,4.67K
Bombergrounds: Battle Royale,Gigantic Duck Games,10/06/2022,31,$0,7.18K,1.06K
ASTLIBRA Revision,WhisperGames,10/13/2022,2988,$24.99,19.01K,775
The Case of the Golden Idol,Playstack,10/13/2022,279,$17.99,5.1K,64
Scorn,Kepler Interactive,10/14/2022,304,$39.99,9.04K,2.75K
UNCHARTED: Legacy of Thieves Collection,PlayStation PC LLC,10/19/2022,1401,$49.99,15.93K,1.88K
Vampire Survivors,poncle,10/20/2022,1132,$4.99,216.76K,3.08K
Persona 5 Royal,SEGA,10/20/2022,3407,$59.99,48.55K,1.38K
The Tenants,Frozen District,10/20/2022,824,$19.99,5.07K,1.09K
Mount & Blade II: Bannerlord,TaleWorlds Entertainment,10/25/2022,4392,$49.99,205.62K,28.21K
Victoria 3,Paradox Interactive,10/25/2022,1454,$49.99,25.24K,13.35K
Call of Duty: Modern Warfare II,Activision,10/27/2022,649,$69.99,289.93K,209.8K
SIGNALIS,Humble Games,10/27/2022,423,$19.99,12.1K,399
The Past Within,Rusty Lake,11/02/2022,147,$5.99,11.92K,651
Soulstone Survivors,Game Smithing Limited,11/07/2022,1429,$9.99,14K,1.43K
Football Manager 2023,SEGA,11/08/2022,5216,$0,16.46K,1.96K
Police Simulator: Patrol Officers,astragon Entertainment,11/10/2022,322,$29.99,11.7K,2.46K
Path Of Wuxia,香港商河洛互動娛樂股份有限公司,11/14/2022,2810,$34.99,23.46K,6.21K
ZERO Sievert,Modern Wolf,11/15/2022,782,$19.99,7.53K,1.03K
Nobody - The Turnaround,Thermite Games,11/16/2022,1240,$0,8.42K,5.35K
Broken Edge,Fast Travel Games,11/17/2022,0,$14.99,423,62
Crysis 2 Remastered,Crytek,11/17/2022,319,$29.99,3.28K,397
Marvel’s Spider-Man: Miles Morales,PlayStation PC LLC,11/18/2022,1132,$49.99,27.53K,1.86K
Evil West,Focus Entertainment,11/21/2022,667,$49.99,5.02K,1.68K
"Warhammer 40,000: Darktide",Fatshark,11/30/2022,1450,$39.99,58.13K,30.04K
Predecessor,Omeda Studios,11/30/2022,708,$8.99,5K,1.36K
Marvel's Midnight Suns,2K,12/01/2022,3079,$59.99,12.59K,2.92K
Need for Speed Unbound,Electronic Arts,12/01/2022,414,$69.99,15.84K,9.99K
The Callisto Protocol," KRAFTON, Inc.",12/01/2022,785,$79.99,19.04K,11.19K
Assassin's Creed Valhalla,Ubisoft,12/06/2022,479,$59.99,12.19K,5.3K
Dwarf Fortress,Kitfox Games,12/06/2022,457,$29.99,23.14K,1.13K
World War 3,Wishlist Games,12/10/2022,84,$0,29.07K,24.45K
Potion Craft: Alchemist Simulator,tinyBuild,12/13/2022,294,$19.99,26.23K,2.06K
SCP: Labrat,Bezbro Games,12/24/2022,0,$0,2.62K,516
Gorilla Tag,Another Axiom,01/01/2023,34,$19.99,37.02K,3.84K
KartRider: Drift,Nexon America Inc.,01/09/2023,81,$0,3.69K,1.33K
觅长生,Chalcedony Network,01/12/2023,923,$14.99,21.33K,1.55K
Osiris: New Dawn,Fenix Fire Entertainment,01/18/2023,560,$0,8.05K,6.63K
Tom Clancy's Ghost Recon Breakpoint,Ubisoft,01/23/2023,593,$59.99,9.37K,4K
Pizza Tower,Tour De Pizza,01/26/2023,268,$19.99,48.47K,666
Dead Space,Electronic Arts,01/27/2023,720,$59.99,30.35K,2.98K
Undisputed,Steel City Interactive,01/31/2023,1599,$29.99,8.24K,2.96K
Your Only Move Is HUSTLE,Ivy Sly,02/02/2023,322,$4.99,14.64K,580
Hogwarts Legacy,Warner Bros. Games,02/10/2023,1871,$59.99,224.33K,19.83K
DR LIVESEY ROM AND DEATH EDITION,Agafonoff,02/13/2023,64,$0.99,11.56K,567
Operation: Harsh Doorstop,,02/15/2023,48,$0,7.18K,2.58K
Atomic Heart,Focus Entertainment,02/20/2023,855,$59.99,23.6K,4.27K
Sons Of The Forest,Newnight ,02/23/2023,617,$29.99,145.46K,24.8K
Wo Long: Fallen Dynasty,"KOEI TECMO GAMES CO., LTD.",03/03/2023,2588,$59.99,11.5K,12.83K
Call of Duty: Black Ops Cold War,Activision,03/08/2023,927,$59.99,8.89K,2.04K
Call of Duty: Modern Warfare,Activision,03/08/2023,922,$59.99,8.52K,2.6K
Terraformers,Goblinz Publishing,03/09/2023,95,$19.99,2.03K,269
The Last Spell,The Arcade Crew,03/09/2023,3008,$24.99,8.6K,767
Sun Haven,Pixel Sprout Studios,03/10/2023,1230,$24.99,12.74K,1.63K
Barotrauma,Daedalic Entertainment,03/13/2023,490,$34.99,56.16K,3.85K
Resident Evil 4,"CAPCOM Co., Ltd.",03/23/2023,1578,$59.99,115.01K,2.54K
The Last of Us Part I,PlayStation PC LLC,03/28/2023,851,$59.99,30.74K,15.13K
DREDGE,Team17,03/30/2023,631,$24.99,24.46K,953
Eaten by Darkness,Black Cardioid Games,04/01/2023,0,$0.99,3,1
Wartales,Shiro Unlimited,04/12/2023,1073,$34.99,20.34K,1.91K
Boundary,Skystone Games,04/13/2023,234,$24.99,9.23K,4.81K
Mr. Sun's Hatbox,Raw Fury,04/20/2023,0,$14.99,282,38
Volcano Princess,Gamera Games,04/20/2023,469,$10.99,26.92K,604
Cassette Beasts,Raw Fury,04/26/2023,983,$19.99,5.37K,188
VillageRhapsody,YooGame,04/26/2023,410,$2.99,11.18K,392
Redfall,Bethesda Softworks,05/01/2023,298,$69.99,1.16K,2.54K
"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",Excalibur Games,05/15/2023,371,$24.99,11.87K,2.53K
Starship Troopers: Extermination,Offworld Industries,05/17/2023,408,$29.99,22.32K,2.53K
The Outlast Trials,Red Barrels,05/18/2023,499,$29.99,39.16K,2.6K
Halls of Torment,Chasing Carrots,05/24/2023,614,$4.99,18.09K,632
鬼谷八荒 Tale of Immortal,鬼谷工作室,05/26/2023,2433,$19.99,114.83K,106K
Street Fighter 6,"CAPCOM Co., Ltd.",06/01/2023,1412,$59.99,28.19K,3.8K
20 Minutes Till Dawn,Erabit,06/08/2023,511,$4.99,23.11K,1.94K
Undead Citadel,Dark Curry S.L.,06/08/2023,7,$29.99,105,47
Riders Republic,Ubisoft Entertainment,06/08/2023,212,$39.99,8.46K,1.64K
BattleBit Remastered,SgtOkiDoki,06/15/2023,683,$14.99,106.12K,12.68K
F1 23,Electronic Arts,06/15/2023,2049,$69.99,10.54K,1.64K
Brotato,Blobfish,06/23/2023,683,$4.99,66.08K,1.81K
DAVE THE DIVER,MINTROCKET,06/28/2023,1049,$19.99,79.57K,1.98K
NARUTO TO BORUTO: SHINOBI STRIKER,Bandai Namco Entertainment,06/29/2023,641,$19.99,45.68K,8.12K
Brick Rigs,Fluppisoft,07/14/2023,2362,$18.99,36.14K,2.37K
Eternal Return: Black Survival,"Kakao Games Europe B.V. (EU,NA,OCE)",07/19/2023,94,$0,42.31K,11.26K
Remnant II,Gearbox Publishing,07/25/2023,1605,$49.99,36.83K,6.63K
Deadlink,SuperGG.com,07/27/2023,140,$24.99,2.49K,236
Thronefall,GrizzlyGames,08/02/2023,277,$6.99,8.39K,215
Baldur's Gate 3,Larian Studios,08/03/2023,3710,$59.99,491.16K,16.54K
Golf It!,Perfuse Entertainment,08/18/2023,533,$8.99,23.61K,2.48K
Labyrinthine,Valko Game Studios,08/18/2023,221,$9.99,11.95K,1.83K
ARMORED CORE VI FIRES OF RUBICON,FromSoftware Inc.,08/24/2023,2277,$59.99,54.76K,5.53K
Town of Salem 2,BlankMediaGames LLC,08/25/2023,147,$0,4K,897
Borderlands Game of the Year,2K,08/31/2023,802,$29.99,28.08K,2.9K
Borderlands Game of the Year Enhanced,2K,08/31/2023,263,$29.99,16.28K,2.58K
Starfield,Bethesda Softworks,09/05/2023,1333,$69.99,84.21K,47.26K
Dune: Spice Wars,Funcom,09/14/2023,441,$34.99,7.43K,1.9K
We Were Here Expeditions: The FriendShip,Total Mayhem Games,09/14/2023,80,$3.99,16.05K,1.31K
Candle In Darkness,ShopaLover,09/16/2023,0,$4.99,6,2
Lies of P,NEOWIZ,09/18/2023,1621,$59.99,22.82K,1.82K
Mortal Kombat 1,Warner Bros. Games,09/19/2023,776,$69.99,14.4K,5.14K
Party Animals,Source Technology,09/20/2023,326,$19.99,26K,9.6K
PAYDAY 3,Deep Silver,09/21/2023,801,$39.99,19.89K,27.27K
Demonologist,Clock Wizard Games,09/25/2023,275,$14.99,13.72K,1.75K
LIZARDS MUST DIE,Smola Game Studio,09/27/2023,53,$1.99,20.91K,486
EA SPORTS FC 24,Electronic Arts,09/28/2023,3423,$69.99,18.84K,14.22K
Lords of the Fallen,CI Games,10/13/2023,2961,$59.99,16.66K,10.05K
Love Is All Around,intiny,10/17/2023,271,$9.99,36.34K,1.87K
Lethal Company,Zeekerss,10/23/2023,378,$9.99,198.8K,3.59K
Cities: Skylines II,Paradox Interactive,10/24/2023,626,$49.99,25.31K,16.33K
ARK: Survival Ascended,Studio Wildcard,10/25/2023,2466,$44.99,22.66K,15.52K
Magicraft,bilibili,11/01/2023,1842,$9.99,3.8K,440
My Time at Sandrock,Pathea Games,11/02/2023,946,$39.99,18.83K,2.42K
"Ranch Simulator - Build, Farm, Hunt",Excalibur Games,11/03/2023,568,$24.99,18.64K,3.43K
Football Manager 2024,SEGA,11/06/2023,6025,$59.99,5.82K,784
Risk of Rain Returns,Gearbox Publishing,11/08/2023,479,$14.99,22.09K,2.32K
SANABI,NEOWIZ,11/08/2023,886,$14.99,13.81K,367
Backpack Hero,Different Tales,11/14/2023,795,$19.99,5.17K,570
Howl,astragon Entertainment,11/14/2023,0,$14.99,16,0
Coral Island,Humble Games,11/14/2023,2252,$29.99,11.47K,1.37K
The Day Before, Mytona Fntastic,12/07/2023,0,$0,3.79K,20.01K
Garbage Crew!,xeetsh,12/08/2023,0,$18.99,26,0
Against the Storm,Hooded Horse,12/08/2023,1100,$29.99,17.47K,819
